R,R_filter,G,G_filter,B,B_filter,AC_red,DC_red,AC_green,DC_green,AC_blue,DC_blue,RR,POS_AC,CHROM_AC,Pridict_SPO2,RR_filter
186.57429718875503,127.408818359375,127.81927710843374,117.08098958333333,65.04016064257029,82.48917317708333,0.14390353732640904,127.32513921440973,0.16851106770830881,117.00722395833333,0.12015581597223957,82.5414302300347,1.09,0.09506766444902331,0.0554085876942316,,1.092609159576682
186.37313432835822,127.433984375,128.0461329715061,117.09398111979166,65.19402985074628,82.48989583333334,0.16641373697916606,127.32779503038196,0.1765356987847042,117.00956174045139,0.11126139322915662,82.53693359374999,1.03,0.09506766444902331,0.06426121383690261,,1.0977958590720023
186.72690763052208,127.44107747395833,127.86880856760375,117.11440755208334,65.73627844712182,82.50762044270833,0.16962282986111177,127.33167903645835,0.193789605034695,117.01273426649307,0.08849804687500296,82.53324609375,1.08,0.08056244446005154,0.07064276882415282,,1.0963819819862883
186.6340819022457,127.43470377604167,128.36195508586525,117.13120768229167,65.69616908850726,82.48236653645833,0.16962282986111177,127.33487196180555,0.2069470486110987,117.016376953125,0.08521668836806384,82.52944813368056,1.13,0.07078439002068099,0.07269459600519235,,1.0981784015844447
186.55019556714473,127.45212890625,128.2503259452412,117.13245768229167,65.21642764015645,82.497138671875,0.17354578993058567,127.33880750868055,0.2069470486110987,117.01992719184028,0.08192230902776032,82.526203125,1.11,0.07839313523762922,0.07794841573462133,,1.1034573679333708
186.62516733601072,127.44795247395834,128.06425702811245,117.1335546875,65.59437751004016,82.50161783854166,0.17354578993058567,127.34306380208332,0.2069470486110987,117.02402213541664,0.08192230902776032,82.52353504774305,1.11,0.08490815081239925,0.08106960063455404,,1.0977394489734023
186.19385026737967,127.44710611979167,128.13368983957218,117.10232421875,65.11898395721926,82.44627278645834,0.17354578993058567,127.34746310763889,0.2069470486110987,117.02702647569443,0.0726775173611145,82.51866221788194,1.11,0.09215541592732973,0.0882515454703196,,1.1063104705147644
186.3767926988266,127.46576497395833,127.40026075619296,117.100673828125,64.59191655801826,82.48646484375,0.17354578993058567,127.3530249565972,0.2069470486110987,117.0306184895833,0.0726775173611145,82.51570681423613,1.11,0.09291909371665591,0.10056173097257132,,1.111279124635935
186.4543046357616,127.44400716145833,127.79470198675497,117.09010091145834,65.17350993377484,82.501220703125,0.17354578993058567,127.35799858940969,0.1982541232638937,117.03443207465276,0.08189583333334838,82.51391959635416,1.08,0.09291909371665591,0.10666988228232085,,1.1013400560816011
186.22489959839356,127.47596028645833,127.7376171352075,117.08306966145834,65.2958500669344,82.48861979166666,0.17354578993058567,127.36408572048609,0.1982541232638937,117.03736273871526,0.08189583333334838,82.51199609375,1.08,0.09291909371665591,0.12215632085198894,,1.0905761791525685
186.51612903225808,127.47302734375,127.77688172043011,117.106015625,64.88037634408602,82.48134440104167,0.17354578993058567,127.36979090711803,0.1982541232638937,117.04129123263888,0.08189583333334838,82.51024294704862,1.08,0.09291909371665591,0.1299748630342373,,1.074622848690275
186.43221476510067,127.46744466145833,128.06845637583893,117.11998372395833,65.38120805369128,82.46763671875,0.17354578993058567,127.37558648003473,0.1982541232638937,117.04534168836804,0.08189583333334838,82.50758072916666,1.08,0.09560120187122217,0.1299748630342373,,1.061857340475492
186.4533508541393,127.49468098958333,127.98554533508542,117.136201171875,65.26544021024966,82.455078125,0.17354578993058567,127.38252918836805,0.1982541232638937,117.05007378472222,0.08189583333334838,82.505693359375,1.08,0.10251784502669165,0.1299748630342373,,1.0577442090649138
186.75418275418275,127.52088216145833,128.15315315315314,117.14448567708334,65.21750321750322,82.504853515625,0.19033930121530318,127.39076725260416,0.1982541232638937,117.05502029079861,0.09410449218749761,82.50534375000001,1.03,0.10425656940467998,0.1299748630342373,,1.0534449224137181
186.97724230254352,127.51864583333334,128.4859437751004,117.15130533854166,66.06291834002677,82.50880533854166,0.19033930121530318,127.39875282118054,0.1982541232638937,117.06055338541665,0.07542404513888812,82.50577072482638,1.03,0.10598011509140484,0.1299748630342373,,1.0391679218823426
186.68619791666666,127.5438671875,128.24348958333334,117.15410807291667,65.84505208333333,82.46161783854167,0.19618511284726026,127.40790646701387,0.1982541232638937,117.0669949001736,0.07542404513888812,82.50367447916666,1.01,0.10710212814625844,0.13134482216363336,,1.0233874138750652
186.5609756097561,127.53801432291667,128.1910569105691,117.16294921875,65.88753387533875,82.46264973958333,0.19618511284726026,127.41672016059027,0.1982541232638937,117.0737156032986,0.07542404513888812,82.50197591145835,1.01,0.10842686987100894,0.13134482216363336,,1.011606255518502
186.6064935064935,127.53430338541666,128.24025974025975,117.17990885416667,65.83766233766234,82.47065104166667,0.16332541232641518,127.42583984375,0.17248752170137038,117.08145334201387,0.07542404513888812,82.49932356770836,1.03,0.10842686987100894,0.13134482216363336,,1.0001948588671328
186.59701492537314,127.52505859375,128.36363636363637,117.17325520833333,65.42876526458616,82.48596354166666,0.1468800998264186,127.43364496527778,0.15243858506944719,117.08826095920136,0.07542404513888812,82.49740657552084,1.02,0.10842686987100894,0.13134482216363336,,0.9922757000604665
186.5142857142857,127.52941731770834,128.37532467532466,117.19398111979167,65.22077922077922,82.47535807291666,0.1468800998264186,127.44096223958334,0.13524424913195787,117.09523025173608,0.07542404513888812,82.49560123697917,0.96,0.10842686987100894,0.13134482216363336,,0.9993727436931038
186.88243064729195,127.53517252604166,128.47159841479524,117.189921875,65.0673712021136,82.46447591145834,0.1172483723958635,127.44866004774306,0.12498795572918198,117.1016340060764,0.07542404513888812,82.49371820746528,1.03,0.10842686987100894,0.13134482216363336,,1.0197805191490101
186.70548862115126,127.5434765625,128.70281124497993,117.184755859375,65.27844712182062,82.482822265625,0.11027962239586486,127.45563454861113,0.12338747829861063,117.10764008246527,0.07542404513888812,82.49226605902778,1.05,0.10842686987100894,0.13134482216363336,,1.0542278874474889
186.39313984168865,127.56903971354167,128.51583113456465,117.22677734375,65.10554089709763,82.489208984375,0.10190549045141495,127.46326497395833,0.1120159505208278,117.11513921440972,0.07542404513888812,82.49159841579862,1.04,0.10842686987100894,0.1279337791641816,,1.0858723611345147
186.76706827309238,127.51894205729167,128.79250334672022,117.24422526041667,65.30923694779116,82.479892578125,0.0859866536458469,127.46896799045139,0.11237011718750978,117.12293739149305,0.07542404513888812,82.49042773437502,1.12,0.10560348145103085,0.12156184973725451,,1.1005380707119776
186.64586160108547,127.54205729166667,128.87381275440976,117.211044921875,65.0203527815468,82.47572265625,0.0859866536458469,127.4744289279514,0.11237011718750978,117.12911241319445,0.07542404513888812,82.4883039279514,1.12,0.10347672410162231,0.10712182895221375,,1.088230573178734
186.57915567282322,127.555830078125,128.66490765171503,117.24356770833333,64.51055408970976,82.47844401041667,0.0859866536458469,127.48052180989585,0.09823860677082052,117.13680468749999,0.07542404513888812,82.48657345920142,1.06,0.10233577480469583,0.0932908748103741,,1.0513530852077133
186.51004016064257,127.55286458333333,128.7309236947791,117.23499348958333,66.09236947791165,82.47475260416667,0.0859866536458469,127.48641493055557,0.08497547743056089,117.14378602430557,0.07542404513888812,82.48496983506946,1.0,0.09891858388586398,0.08999787727389749,,0.9945728732746809
186.39205298013246,127.54515625,128.7298013245033,117.21080403645833,65.02913907284768,82.502275390625,0.0859866536458469,127.49174913194446,0.07558094618053701,117.14950575086806,0.08992437065970194,82.4847404513889,0.95,0.09466982810625191,0.08507666858239779,,0.9318290207660777
186.29815303430078,127.47937825520833,128.19261213720316,117.171962890625,64.46569920844327,82.47530924479166,0.15120431857641847,127.49462185329863,0.1021693793402676,117.15284440104165,0.08992437065970194,82.48334852430555,0.83,0.08715913643502807,0.08202533673550721,,0.8802498395084247
186.5635876840696,127.49212239583333,128.11780455153948,117.17592447916667,65.31057563587684,82.44673502604167,0.15120431857641847,127.49769618055555,0.1021693793402676,117.1559646267361,0.08992437065970194,82.48113292100695,0.83,0.07911561067414853,0.07939021671351601,,0.8541752013901502
186.11673151750972,127.48579752604167,128.32944228274968,117.17427734375,65.28664072632944,82.50181640625,0.15120431857641847,127.50026215277778,0.10608474392358858,117.15907421874998,0.09265147569445276,82.48155436197915,0.84,0.06808034712780024,0.07820397384802696,,0.8450986651117133
186.46023468057368,127.466708984375,128.33116036505868,117.149560546875,64.19817470664928,82.49288736979166,0.17060470920139892,127.50135297309028,0.13265418836805054,117.16092686631943,0.09265147569445276,82.4816540798611,0.88,0.06553251929190193,0.07820397384802696,99,0.8569834198473589
186.58670143415907,127.4817578125,128.4315514993481,117.13952799479166,65.1825293350717,82.499052734375,0.17060470920139892,127.50270898437499,0.14352408854165333,117.1617642144097,0.09265147569445276,82.48136848958332,0.91,0.06809310577596162,0.08083776982937108,99,0.8756438740507627
186.74054758800523,127.44555013020833,128.39895697522817,117.11812174479167,64.26727509778357,82.444931640625,0.19348111979167015,127.50307052951388,0.16449414062496714,117.16132801649302,0.09265147569445276,82.4801206597222,0.91,0.0687554686805675,0.08728000917197565,99,0.8801159588300028
186.5844327176781,127.4189453125,128.72823218997362,117.12240234375,65.5131926121372,82.475771484375,0.21897981770833042,127.5019644097222,0.16449414062496714,117.16099283854165,0.09265147569445276,82.47940842013888,0.84,0.06938833134941193,0.08728000917197565,99,0.875104990773132
186.6362451108214,127.436982421875,128.6975228161669,117.145400390625,66.01825293350717,82.496025390625,0.21897981770833042,127.50159874131944,0.16449414062496714,117.16138769531248,0.09265147569445276,82.47922200520833,0.84,0.07039172819899048,0.08728000917197565,99,0.8652429229395411
186.73746701846966,127.442021484375,128.74142480211083,117.11743489583333,64.99472295514512,82.42637369791667,0.21897981770833042,127.50142925347222,0.16574435763889994,117.16189138454861,0.07244704861111018,82.47855870225693,0.85,0.07084445581692835,0.08728000917197565,99,0.8533610224282907
186.8878627968338,127.412353515625,128.69920844327177,117.1121875,65.14643799472296,82.48758138020834,0.22325607638889267,127.49964887152777,0.17137554253471876,117.1622751736111,0.07244704861111018,82.47859592013887,0.85,0.0717888868745003,0.08728000917197565,99,0.8487969175130412
186.36279683377307,127.43051106770834,129.14511873350924,117.11310872395833,65.53430079155673,82.461201171875,0.22325607638889267,127.49919900173612,0.17137554253471876,117.16304210069444,0.07244704861111018,82.47726193576388,0.85,0.07775427633703516,0.08728000917197565,99,0.8464629858641138
186.39841688654354,127.40244791666667,129.0963060686016,117.098310546875,65.55013192612137,82.44447916666667,0.2302613932291564,127.4967485894097,0.18652745225693934,117.16355013020832,0.07244704861111018,82.47579058159721,0.87,0.08360710763682244,0.08728000917197565,99,0.8506770132912518
186.59001314060447,127.37976888020833,128.6544021024967,117.08465169270833,64.32063074901446,82.46319986979167,0.2498318142361171,127.49363997395832,0.19947417534721978,117.16283799913194,0.07244704861111018,82.47518576388889,0.86,0.08360710763682244,0.08728000917197565,99,0.8572265660921976
187.02377807133422,127.35056315104167,128.6882430647292,117.06012044270834,64.66578599735799,82.40560546875,0.2751414930555427,127.48974392361109,0.2220099826388804,117.1608425564236,0.08777463107638539,82.47311805555553,0.86,0.08360710763682244,0.08728000917197565,99,0.8611248285688372
186.46367239101718,127.317705078125,129.35138705416117,117.04054036458334,65.73183619550859,82.43376953125,0.30210036892361813,127.4838447265625,0.2384013671874925,117.15765386284721,0.08777463107638539,82.47240776909722,0.83,0.08360710763682244,0.09045925986413467,99,0.8538675279931596
186.71562082777035,127.309560546875,129.51268357810414,117.009267578125,65.4218958611482,82.375712890625,0.3032008463541729,127.47680067274305,0.26516688368054986,117.15314659288194,0.11265223524307544,82.46810308159722,0.9,0.08360710763682244,0.09850669101034068,99,0.8580607652290627
186.44786096256684,127.25449544270833,129.3048128342246,116.99241536458334,65.8355614973262,82.3563671875,0.3494609375000124,127.46799565972222,0.2767227647569399,117.14785026041666,0.12691666666668766,82.46302180989584,0.82,0.08360710763682244,0.12415457640153676,99,0.8652640045458405
186.34491978609626,127.25245768229166,129.1524064171123,116.98137369791667,64.89304812834224,82.356044921875,0.33479437934028056,127.45828200954861,0.2820066189236172,117.14209244791667,0.12691666666668766,82.45950271267361,0.86,0.08360710763682244,0.13490179973729177,99,0.8864002941704493
186.625,127.23686197916666,129.44845360824743,116.94265299479167,65.375,82.34800455729167,0.32196375868055327,127.4482435980903,0.3133841145833429,117.1347492404514,0.12793869357639664,82.45568120659722,0.98,0.08360710763682244,0.140815119533783,99,0.9193196828529171
186.37709137709138,127.24167317708333,129.24710424710426,116.92794270833333,65.11840411840411,82.300693359375,0.3192749565972264,127.4384892578125,0.3196955295139077,117.12635036892362,0.16958463541666902,82.45001595052082,1.0,0.0775856753566865,0.14312710246835947,99,0.9688822647584174
186.4909793814433,127.18954752604166,128.96134020618555,116.90379557291666,64.80412371134021,82.281787109375,0.3435327690972514,127.42730555555558,0.33486067708335554,117.1173683810764,0.1816850043402809,82.44321006944443,0.98,0.07085970661198554,0.15624927548374967,99,1.0352380774831653
186.13513513513513,127.20267903645833,129.15315315315314,116.85100911458333,65.56370656370656,82.28060546875,0.3435327690972514,127.4164142795139,0.37621473524306737,117.10593598090279,0.1816850043402809,82.4367183159722,1.09,0.0689537103923756,0.15624927548374967,99,1.1005524969394243
186.3011583011583,127.16631184895833,128.76576576576576,116.817060546875,65.36036036036036,82.26300455729167,0.3435818142361171,127.40411892361111,0.3977345920139186,117.0935072699653,0.18726009114584485,82.43000260416666,1.16,0.06837470664086162,0.15624927548374967,99,1.157784080144265
186.3671875,127.15716796875,128.73307291666666,116.78951497395833,64.34114583333333,82.211318359375,0.3435818142361171,127.3912419704861,0.4121054687500134,117.08033257378473,0.22989615885418857,82.42095247395834,1.21,0.06402367635281206,0.15624927548374967,99,1.1998097561193828
186.4980694980695,127.09744466145834,128.66151866151867,116.75392252604166,65.82625482625483,82.18473958333334,0.35338574218747,127.37552213541666,0.4319360894097315,117.06457074652778,0.24632595486112052,82.41080349392361,1.24,0.0634756231724806,0.15624927548374967,99,1.2345427267289333
186.72786458333334,127.08179036458333,128.74348958333334,116.71050130208333,65.25,82.161201171875,0.3544683159722126,127.36095041232639,0.4430416666666588,117.04677994791665,0.25924131944444184,82.4001804470486,1.27,0.0634756231724806,0.15624927548374967,98,1.2537808709651233
186.66151866151867,127.05850911458333,129.20849420849422,116.697568359375,64.96396396396396,82.12302408854167,0.3616312934027661,127.34483213975695,0.4430416666666588,117.02966406249999,0.28566178385418084,82.388423828125,1.25,0.05745088958073241,0.15624927548374967,98,1.2512528396263383
186.67578125,127.036015625,129.01822916666666,116.66782552083333,66.4609375,82.11201497395834,0.35793901909720205,127.32750499131944,0.43385460069443127,117.01047265625,0.28566178385418084,82.37620952690972,1.23,0.051437262951295776,0.15624927548374967,98,1.2269363046304247
186.4029451137885,127.00912760416666,128.83132530120483,116.65617838541667,65.75502008032129,82.0878125,0.3536599392360813,127.3093804253472,0.403945421006938,116.99117881944446,0.2957610677083409,82.36331152343749,1.15,0.04535566126255339,0.15624927548374967,98,1.205987162909892
186.54106910039113,127.030712890625,129.4850065189048,116.648916015625,65.91395045632333,82.05286783854167,0.2946790364583194,127.29223231336806,0.36260698784724354,116.97244921875001,0.31572547743056134,82.34833127170138,1.2,0.037136399306817613,0.15624927548374967,98,1.1848888091032213
186.67268041237114,127.01111002604166,128.965206185567,116.642783203125,66.24742268041237,82.09259440104167,0.2946790364583194,127.27662337239585,0.36260698784724354,116.95480989583334,0.31572547743056134,82.33557411024304,1.2,0.03140828631902545,0.15624927548374967,98,1.1708615031952874
186.625814863103,126.995888671875,129.02086049543678,116.62313802083334,65.6857887874837,82.035263671875,0.2857881944444216,127.26008224826387,0.3578502604166971,116.93638368055556,0.31572547743056134,82.3218583984375,1.22,0.03216321742957011,0.15624927548374967,98,1.1742726301665265
186.8133848133848,126.97940104166666,128.87001287001286,116.60988932291667,65.74646074646074,82.01198893229167,0.2793016493055518,127.2432023654514,0.33128081597223513,116.9175707465278,0.31314767795139176,82.30553081597222,1.15,0.03489552068213611,0.15624927548374967,98,1.1910282545858795
186.4105534105534,126.97072916666667,129.08622908622908,116.60517578125,64.93564993564993,82.02638346354166,0.2793016493055518,127.22666970486111,0.32665983072918436,116.89942458767364,0.31314767795139176,82.2899806857639,1.14,0.035828084659109055,0.15624927548374967,98,1.209817599440165
186.55350066050198,126.95972005208333,129.1677675033025,116.58872721354167,65.95904887714663,82.00302408854166,0.24273242187499022,127.20926844618057,0.32665983072918436,116.88106456163196,0.3122668185763757,82.27344639756944,1.27,0.036259494395219236,0.15624927548374967,98,1.221586444370476
186.32552083333334,126.96343424479167,129.05729166666666,116.60923828125,64.82942708333333,81.95112630208334,0.24084505208331564,127.19319791666666,0.32665983072918436,116.86410177951389,0.32266330295138346,82.25698621961806,1.27,0.03779771056480773,0.15624927548374967,98,1.242348145065803
186.08854166666666,126.99520182291667,129.44270833333334,116.63748697916667,65.56510416666667,81.98876302083333,0.24084505208331564,127.17907313368056,0.32665983072918436,116.84793793402778,0.32266330295138346,82.24075260416664,1.27,0.03779771056480773,0.1462190831475773,98,1.2479401031806407
